Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3296,30223,1,0,6.0,1,0,3,3,4,3,4,4,5,5,1,1,3,1,5,1,3,0,4,neutral or dissatisfied
3297,60734,0,0,1.0,1,0,6,3,4,3,3,3,3,4,3,4,4,5,5,5,3,2,0,neutral or dissatisfied
3299,3861,1,0,7.0,0,1,0,2,1,1,1,5,2,2,3,3,3,2,1,3,2,4,4,neutral or dissatisfied
3301,72562,1,0,8.0,0,1,6,1,5,5,5,4,4,3,1,1,1,1,2,1,2,0,0,neutral or dissatisfied
3302,101950,1,1,2.0,0,1,1,2,0,2,1,2,2,2,2,4,2,5,5,4,2,0,0,neutral or dissatisfied
3304,109738,1,0,7.0,1,0,1,2,4,2,2,4,4,4,4,4,2,4,3,4,5,4,4,neutral or dissatisfied
3307,109878,1,1,2.0,0,0,2,3,3,3,3,2,3,2,2,1,1,3,3,3,2,0,0,neutral or dissatisfied
3308,102793,1,0,2.0,1,0,3,3,4,3,1,5,3,5,5,1,2,5,1,2,5,0,0,neutral or dissatisfied
3309,57788,0,0,4.0,1,0,8,3,1,2,2,2,2,4,1,5,2,2,4,1,4,1,4,neutral or dissatisfied
3310,44926,1,0,3.0,0,0,1,2,4,4,4,2,2,2,2,1,1,2,1,2,2,0,2,neutral or dissatisfied
3312,8761,0,0,7.0,1,0,3,1,5,1,3,2,1,2,2,4,3,4,4,4,2,3,0,neutral or dissatisfied
3314,83817,1,1,2.0,0,0,1,3,1,3,3,4,3,4,4,4,3,2,3,3,4,0,0,neutral or dissatisfied
3315,28198,0,0,2.0,1,0,2,3,1,3,3,2,3,2,2,4,5,4,2,3,2,0,0,neutral or dissatisfied
3316,16644,1,1,2.0,0,0,1,3,4,3,3,1,3,1,1,2,1,3,4,4,1,2,0,neutral or dissatisfied
3318,71180,0,0,4.0,1,1,2,2,2,2,4,4,2,4,4,1,3,4,1,3,4,4,4,neutral or dissatisfied
3319,48004,0,1,1.0,0,0,1,2,2,2,4,1,2,1,1,2,4,3,1,3,1,0,0,neutral or dissatisfied
3321,99798,0,1,3.0,0,0,1,2,2,2,4,2,2,2,1,1,3,4,2,2,2,5,5,neutral or dissatisfied
3323,37578,0,1,3.0,0,1,3,3,3,3,2,4,3,4,4,2,5,3,5,5,4,0,0,neutral or dissatisfied
3327,17457,0,0,2.0,1,2,0,3,3,3,2,5,3,5,5,1,1,3,2,2,5,0,0,neutral or dissatisfied
3328,4053,0,0,1.0,1,0,1,2,5,2,2,4,2,4,4,1,2,4,1,2,4,0,2,neutral or dissatisfied
3329,108271,1,0,1.0,1,0,2,3,4,3,3,3,3,3,3,1,1,4,2,3,3,0,0,neutral or dissatisfied
3330,128944,0,1,2.0,0,0,1,3,4,3,3,2,3,2,2,3,5,4,4,5,2,0,0,neutral or dissatisfied
3331,48736,1,0,7.0,0,1,5,4,3,3,3,4,2,2,4,4,4,4,1,4,4,4,4,neutral or dissatisfied
3332,79235,0,0,8.0,1,0,5,3,4,3,3,5,3,5,5,1,1,2,5,5,5,4,4,neutral or dissatisfied
3333,57007,1,0,7.0,1,0,7,2,3,2,5,2,3,2,5,5,4,3,2,1,2,0,0,neutral or dissatisfied
3335,13128,1,1,5.0,0,1,1,4,4,4,4,2,4,3,2,4,2,4,1,4,2,0,0,neutral or dissatisfied
3339,118816,1,1,4.0,0,1,0,1,1,1,1,4,1,4,4,4,4,5,5,4,4,4,4,neutral or dissatisfied
3340,5870,0,0,8.0,1,1,0,1,5,1,1,2,5,1,2,2,1,2,2,2,5,3,3,neutral or dissatisfied
3341,19011,0,1,7.0,0,0,2,2,2,2,3,2,2,2,1,3,3,4,2,3,2,5,5,neutral or dissatisfied
3345,12065,1,0,1.0,1,0,0,3,4,3,4,1,3,3,1,4,5,5,4,4,1,4,4,neutral or dissatisfied
3347,63298,0,0,4.0,0,1,6,3,4,4,4,3,2,3,3,1,5,4,1,3,3,0,2,neutral or dissatisfied
3351,13313,0,1,7.0,0,0,1,3,2,3,4,2,3,2,2,1,5,3,3,4,2,4,4,neutral or dissatisfied
3352,93987,1,0,1.0,1,0,4,1,5,1,4,1,1,1,1,4,3,5,3,5,1,0,0,neutral or dissatisfied
3353,125129,0,0,8.0,1,0,0,2,4,2,5,3,2,3,3,5,5,5,3,5,3,0,0,neutral or dissatisfied
3355,102688,1,1,5.0,0,0,0,1,4,1,4,2,1,2,2,3,1,4,3,3,2,0,0,neutral or dissatisfied
3356,31203,1,0,3.0,0,1,1,2,3,3,3,2,2,2,2,1,1,3,2,4,2,0,0,neutral or dissatisfied
3359,123273,1,0,8.0,1,0,1,2,4,2,3,5,3,4,2,2,2,2,1,2,2,0,3,neutral or dissatisfied
3363,121889,1,0,8.0,1,0,0,3,3,3,4,1,4,4,2,2,3,2,1,2,2,0,0,neutral or dissatisfied
3365,47535,0,0,1.0,1,0,1,4,5,4,5,3,4,3,3,3,2,5,1,1,3,0,0,neutral or dissatisfied
3366,75426,1,0,6.0,0,0,7,1,4,4,4,3,2,4,1,1,1,1,2,1,1,0,2,neutral or dissatisfied
3367,17516,1,0,4.0,1,0,0,3,3,3,2,3,3,3,3,4,1,4,2,3,3,0,2,neutral or dissatisfied
3368,3899,1,1,8.0,0,0,0,3,4,2,1,4,2,4,4,3,3,1,3,3,4,0,0,neutral or dissatisfied
3369,89782,0,0,6.0,1,0,2,4,1,4,3,3,4,4,3,4,5,3,3,4,3,4,4,neutral or dissatisfied
3370,61211,1,0,8.0,0,0,2,1,5,3,3,4,3,3,1,1,1,1,2,1,3,1,0,neutral or dissatisfied
3374,89504,0,0,8.0,1,0,1,2,4,2,2,2,2,2,2,4,4,5,5,5,2,0,0,neutral or dissatisfied
3375,27096,0,1,2.0,0,0,4,2,2,2,2,2,2,2,2,4,1,4,2,1,2,0,0,neutral or dissatisfied
3378,84151,1,1,2.0,0,0,4,3,3,3,2,3,3,3,3,1,5,2,3,2,3,3,3,neutral or dissatisfied
3380,73989,1,0,5.0,1,2,7,1,2,1,3,1,1,1,1,4,1,3,4,3,1,0,0,neutral or dissatisfied
3382,32047,1,1,5.0,0,0,0,2,0,1,3,3,1,3,3,5,1,5,3,1,3,0,0,neutral or dissatisfied
3385,51505,0,1,2.0,0,0,0,4,0,4,5,4,4,4,4,2,5,2,5,5,4,0,0,neutral or dissatisfied
3387,116304,1,0,4.0,1,0,0,4,0,4,5,4,4,4,4,5,4,4,5,5,4,3,3,neutral or dissatisfied
3389,62589,1,1,6.0,0,0,0,4,0,4,3,4,4,3,4,5,1,1,5,3,4,1,0,neutral or dissatisfied
3392,79119,0,0,7.0,1,0,0,4,4,4,2,4,4,4,4,5,4,4,5,5,4,0,0,neutral or dissatisfied
3393,109775,1,0,8.0,0,1,8,2,1,1,1,5,3,3,2,2,2,2,1,2,4,1,0,neutral or dissatisfied
3395,86666,0,0,6.0,1,0,2,1,1,1,2,2,1,2,2,1,2,3,2,2,2,3,4,neutral or dissatisfied
3398,41035,1,1,2.0,0,0,3,1,1,1,3,5,1,5,5,2,3,3,3,4,5,0,0,neutral or dissatisfied
3399,43619,0,0,8.0,0,0,0,3,5,5,5,4,3,4,4,2,4,3,4,4,4,4,3,neutral or dissatisfied
3400,113860,0,0,5.0,0,0,4,3,2,2,2,3,3,3,3,3,2,4,3,4,3,2,0,neutral or dissatisfied
3401,114459,1,0,4.0,0,1,9,1,3,3,3,2,4,3,1,1,1,1,4,1,4,0,0,neutral or dissatisfied
3402,22464,0,0,8.0,1,0,0,1,4,1,3,1,1,1,1,5,3,5,5,4,1,0,2,neutral or dissatisfied
3403,50022,1,0,7.0,0,0,0,3,5,5,5,4,4,4,3,3,3,3,4,3,1,0,0,neutral or dissatisfied
3406,103369,0,0,7.0,1,0,0,1,2,1,3,2,1,2,2,2,3,3,4,3,2,1,0,neutral or dissatisfied
3410,18017,1,0,8.0,1,0,0,1,5,1,4,5,4,5,2,2,1,2,4,2,5,0,0,neutral or dissatisfied
3412,111812,1,0,2.0,1,0,0,4,5,4,3,2,4,2,2,5,2,4,4,4,2,0,0,neutral or dissatisfied
3415,79612,1,0,8.0,0,0,2,2,4,4,4,2,3,3,2,2,2,2,4,2,2,4,4,neutral or dissatisfied
3416,112164,0,0,5.0,0,1,7,2,3,3,3,4,3,3,2,2,2,2,4,2,2,2,3,neutral or dissatisfied
3418,127316,0,0,4.0,1,0,6,1,4,1,4,1,1,1,1,5,1,1,1,4,1,0,0,neutral or dissatisfied
3423,56762,1,1,5.0,0,1,2,1,1,1,4,5,1,5,5,3,2,5,5,5,5,0,0,neutral or dissatisfied
3425,8295,0,0,8.0,1,0,0,4,4,4,4,2,4,2,2,5,5,2,4,4,2,0,0,neutral or dissatisfied
3427,100157,1,1,2.0,0,0,2,3,3,3,4,1,3,1,1,3,4,4,1,4,1,2,3,neutral or dissatisfied
3430,124062,1,1,4.0,0,0,7,4,4,4,2,4,4,4,4,3,1,2,4,3,4,0,0,neutral or dissatisfied
3431,78662,0,1,2.0,0,1,2,4,0,4,2,3,4,3,3,5,2,4,4,5,3,0,1,neutral or dissatisfied
3434,45168,0,0,8.0,1,0,0,3,4,3,4,3,3,3,3,3,3,5,4,5,3,0,0,neutral or dissatisfied
3435,44754,0,0,8.0,1,0,1,4,0,4,3,1,4,1,1,4,5,4,3,4,1,3,2,neutral or dissatisfied
3438,26102,0,0,8.0,1,0,1,1,5,1,1,4,1,4,4,3,3,4,5,4,4,3,3,neutral or dissatisfied
3439,89760,1,0,2.0,1,0,3,2,4,2,3,2,2,2,4,5,1,4,2,1,2,4,5,neutral or dissatisfied
3442,66722,1,0,7.0,1,0,2,4,5,4,3,2,5,5,5,5,4,4,4,5,3,0,0,neutral or dissatisfied
3443,91438,1,1,2.0,0,0,2,2,2,2,1,5,2,5,5,5,4,4,3,5,5,3,3,neutral or dissatisfied
3449,114687,1,1,2.0,0,0,0,1,4,1,2,4,1,2,4,3,2,4,3,4,4,2,2,neutral or dissatisfied
3451,15761,1,0,4.0,1,0,1,2,4,2,4,1,2,1,1,4,4,3,4,4,1,4,3,neutral or dissatisfied
3453,89390,0,1,8.0,0,1,0,3,3,3,3,5,3,5,5,4,2,5,4,4,5,2,0,neutral or dissatisfied
3455,34375,1,0,8.0,1,1,1,2,1,3,3,1,3,2,2,2,3,3,1,2,2,0,0,neutral or dissatisfied
3457,18146,1,1,6.0,0,1,0,4,4,4,4,2,4,2,2,1,5,3,1,3,2,0,0,neutral or dissatisfied
3460,64938,1,0,8.0,0,1,7,1,3,3,3,3,3,4,1,1,1,1,4,1,2,0,0,neutral or dissatisfied
3462,48150,0,0,2.0,0,0,0,5,5,4,5,4,3,5,4,5,4,3,5,2,5,5,5,neutral or dissatisfied
3463,121738,0,0,7.0,1,0,5,3,4,3,4,1,3,1,1,4,5,5,5,4,1,0,0,neutral or dissatisfied
3464,109219,0,0,4.0,0,1,0,1,1,1,1,2,4,3,1,1,1,1,1,1,2,0,0,neutral or dissatisfied
3470,99114,0,0,1.0,1,0,0,3,5,0,2,2,0,2,2,4,2,4,3,5,2,1,4,neutral or dissatisfied
3472,59349,0,1,4.0,0,1,7,3,3,3,3,2,3,1,2,4,4,4,4,4,2,0,0,neutral or dissatisfied
3473,29125,1,0,8.0,1,0,1,2,4,2,4,5,4,5,1,1,2,1,5,1,4,0,0,neutral or dissatisfied
3476,72556,0,0,8.0,0,0,2,4,3,3,3,3,4,3,3,4,2,2,4,2,3,0,0,neutral or dissatisfied
3477,89556,1,1,2.0,0,0,3,4,4,4,1,4,4,4,4,4,2,4,5,4,4,4,3,neutral or dissatisfied
3481,44270,0,0,4.0,1,0,0,3,0,3,4,5,3,5,5,5,3,4,3,4,5,0,0,neutral or dissatisfied
3482,62634,1,0,1.0,1,0,6,3,1,3,3,5,3,5,5,1,4,2,2,2,5,0,4,neutral or dissatisfied
3483,75031,1,0,1.0,1,0,0,2,2,2,2,1,2,1,1,3,4,2,1,1,1,0,0,neutral or dissatisfied
3484,127117,0,0,8.0,1,0,0,2,0,2,3,5,2,4,5,4,5,5,3,4,5,0,1,neutral or dissatisfied
3485,16318,0,0,8.0,0,1,9,2,5,5,5,4,3,4,2,2,2,2,4,2,1,0,2,neutral or dissatisfied
3491,78762,0,0,3.0,0,0,1,2,3,3,3,2,2,2,2,1,5,4,4,3,2,4,4,neutral or dissatisfied
3492,56217,1,0,8.0,0,1,6,4,2,5,2,5,2,4,4,4,4,4,3,4,2,2,2,neutral or dissatisfied
3494,77403,1,0,8.0,1,0,1,2,3,2,3,5,4,4,5,5,2,4,1,5,4,1,0,neutral or dissatisfied
3495,18692,0,0,8.0,1,0,0,4,3,4,4,2,4,4,2,1,4,3,4,4,2,0,0,neutral or dissatisfied
3498,32905,0,0,2.0,1,0,0,2,4,2,4,1,2,1,1,4,4,3,1,3,1,0,0,neutral or dissatisfied
3499,75980,1,0,8.0,1,0,0,1,3,1,3,1,2,2,5,5,1,5,1,5,3,2,0,neutral or dissatisfied
3500,82660,1,0,7.0,1,0,0,4,4,4,3,2,4,4,1,1,4,4,2,1,3,0,0,neutral or dissatisfied
3502,76032,1,0,8.0,1,0,0,1,5,1,1,5,5,4,2,2,1,2,3,2,3,0,1,neutral or dissatisfied
3503,68075,1,1,2.0,0,0,2,2,2,2,3,5,2,5,5,1,3,4,1,3,5,0,1,neutral or dissatisfied
3505,101725,1,0,2.0,1,1,4,3,1,3,3,5,3,5,5,1,1,4,3,4,5,1,0,neutral or dissatisfied
3507,101616,1,0,7.0,0,0,3,1,3,4,3,4,4,4,1,1,1,1,2,1,4,2,0,neutral or dissatisfied
3508,106874,1,1,2.0,0,1,1,3,4,3,1,4,3,5,4,3,5,5,3,5,4,0,0,neutral or dissatisfied
3509,87969,0,1,2.0,0,0,1,4,0,4,3,4,4,4,4,5,3,4,5,5,4,0,0,neutral or dissatisfied
3512,101182,0,0,8.0,1,0,3,3,2,3,4,4,3,2,4,1,1,4,3,4,4,2,0,neutral or dissatisfied
3514,73018,1,0,2.0,1,0,3,4,3,4,1,3,4,3,3,1,1,4,5,5,3,0,0,neutral or dissatisfied
3515,62655,1,0,1.0,1,0,6,1,5,1,4,4,1,1,4,4,4,4,5,4,4,1,3,neutral or dissatisfied
3516,8685,1,0,5.0,0,1,9,3,3,3,3,3,3,4,3,3,3,3,3,3,2,0,0,neutral or dissatisfied
3517,9035,0,0,8.0,0,0,0,3,5,5,5,3,3,3,3,2,5,3,1,3,3,4,4,neutral or dissatisfied
3521,104944,0,0,8.0,1,0,3,3,5,3,1,2,3,2,2,3,2,5,4,5,2,2,1,neutral or dissatisfied
3522,102555,1,0,2.0,1,0,0,2,2,2,4,5,2,5,5,3,2,3,2,4,5,2,1,neutral or dissatisfied
3523,55256,1,0,1.0,1,0,3,3,5,3,2,5,3,5,5,4,5,2,1,2,5,0,0,neutral or dissatisfied
3524,29034,1,1,2.0,0,0,1,3,0,3,3,3,3,3,3,5,1,4,2,3,3,0,0,neutral or dissatisfied
3527,35078,1,0,1.0,1,1,3,3,1,3,2,3,3,3,3,2,3,3,4,3,3,3,2,neutral or dissatisfied
3529,24884,0,0,8.0,0,1,6,2,3,2,3,1,1,2,2,2,2,2,2,2,2,0,0,neutral or dissatisfied
3531,91219,1,0,1.0,1,0,1,1,3,1,4,2,1,2,2,5,1,2,2,1,2,0,0,neutral or dissatisfied
3533,56016,1,0,2.0,0,1,7,2,4,4,4,2,2,2,4,2,3,3,2,3,2,0,0,neutral or dissatisfied
3534,13330,1,1,5.0,0,1,2,4,4,4,3,5,4,2,5,1,4,2,3,4,5,0,0,neutral or dissatisfied
3535,18345,1,0,4.0,1,0,1,2,2,2,2,3,2,3,3,2,5,1,4,2,3,2,0,neutral or dissatisfied
3536,38922,0,0,8.0,0,0,1,3,3,3,3,3,3,3,3,4,3,3,3,4,3,5,5,neutral or dissatisfied
3538,29346,1,0,8.0,1,2,1,1,5,2,4,2,5,5,4,4,2,4,3,4,4,0,0,neutral or dissatisfied
3539,38998,1,1,2.0,0,0,0,2,3,2,3,1,2,1,1,1,2,5,1,1,1,0,1,neutral or dissatisfied
3541,123766,1,1,2.0,0,1,1,4,3,4,3,1,4,1,1,1,3,4,3,3,1,0,4,neutral or dissatisfied
3543,105177,1,0,8.0,1,0,0,2,5,2,4,3,4,5,4,4,2,4,3,4,5,3,0,neutral or dissatisfied
3548,3441,1,0,8.0,1,0,0,2,5,2,2,5,4,4,3,3,2,3,3,3,3,2,0,neutral or dissatisfied
3549,53995,1,0,2.0,0,0,0,3,5,5,5,3,3,4,3,1,1,3,4,4,3,4,1,neutral or dissatisfied
3551,70844,1,1,3.0,0,0,2,4,4,4,4,3,4,3,3,4,4,3,3,4,3,0,3,neutral or dissatisfied
3554,108899,0,0,7.0,0,0,3,3,3,3,3,3,3,3,3,2,4,3,4,3,3,0,0,neutral or dissatisfied
3555,124435,1,0,3.0,1,0,3,3,4,3,4,5,3,1,5,3,2,5,4,5,5,0,0,neutral or dissatisfied
3557,25108,1,0,4.0,1,1,2,2,4,2,3,1,3,4,4,4,2,4,4,4,4,2,1,neutral or dissatisfied
3559,52429,1,0,2.0,1,0,0,3,1,3,3,1,3,1,1,2,1,3,2,4,1,0,0,neutral or dissatisfied
3560,100811,1,1,2.0,0,0,3,2,3,3,3,2,3,1,2,3,2,4,3,4,2,0,0,neutral or dissatisfied
3561,6334,0,1,5.0,0,1,0,3,3,3,2,4,3,4,4,5,5,5,4,5,4,0,0,neutral or dissatisfied
3562,330,0,0,7.0,0,1,8,2,4,4,4,2,4,3,2,2,2,2,1,2,3,0,1,neutral or dissatisfied
3565,104679,0,1,3.0,0,2,1,3,3,3,4,1,3,1,1,2,3,3,4,4,1,0,0,neutral or dissatisfied
3566,64008,1,0,1.0,1,0,1,3,5,3,1,4,3,4,4,5,4,4,4,4,4,0,0,neutral or dissatisfied
3569,36304,0,1,2.0,0,0,0,2,0,2,3,4,2,4,4,1,3,5,1,3,4,0,0,neutral or dissatisfied
3570,32398,1,1,2.0,0,0,0,1,5,0,1,5,0,5,5,1,5,5,4,1,5,0,0,neutral or dissatisfied
3572,50626,1,0,7.0,1,0,0,4,5,4,2,4,3,5,1,1,4,1,4,1,5,0,0,neutral or dissatisfied
3574,40963,0,0,5.0,0,0,1,1,4,2,4,1,1,1,1,4,2,3,1,3,1,0,0,neutral or dissatisfied
3577,119457,1,0,2.0,1,1,2,1,3,1,1,4,1,5,4,5,5,4,4,1,4,2,0,neutral or dissatisfied
3578,126848,1,0,3.0,0,1,7,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,neutral or dissatisfied
3580,30023,0,1,4.0,0,0,2,2,1,1,2,3,1,1,3,3,1,2,1,3,3,3,3,neutral or dissatisfied
3581,21429,0,1,2.0,0,0,0,3,0,3,2,3,3,2,3,1,2,4,5,3,3,4,4,neutral or dissatisfied
3582,128256,1,1,4.0,0,1,1,1,1,1,2,4,1,5,4,5,3,5,5,4,4,0,0,neutral or dissatisfied
3583,75817,1,0,2.0,1,2,2,3,2,3,3,2,3,2,2,1,4,2,2,3,2,3,3,neutral or dissatisfied
3584,13860,1,0,3.0,1,1,1,1,5,1,3,4,1,4,4,3,4,4,3,4,4,1,3,neutral or dissatisfied
3585,13092,0,1,6.0,0,0,1,2,5,2,2,5,2,5,5,2,5,3,5,4,5,0,2,neutral or dissatisfied
3587,128234,0,0,4.0,1,0,1,3,4,4,2,5,4,5,5,3,3,5,2,4,5,0,0,neutral or dissatisfied
3590,59230,0,0,5.0,0,1,1,4,2,2,2,2,4,4,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
3591,85028,1,0,2.0,1,0,5,3,4,3,1,2,3,2,2,3,2,5,3,5,2,2,3,neutral or dissatisfied
3592,5910,1,1,3.0,0,0,0,1,0,1,4,5,1,5,5,5,2,4,5,2,5,1,1,neutral or dissatisfied
3596,92250,0,1,2.0,0,0,1,2,3,3,3,3,2,1,3,1,1,4,3,4,3,4,4,neutral or dissatisfied
3597,56104,1,1,2.0,0,0,7,2,2,2,4,2,2,5,2,3,1,4,3,3,2,0,0,neutral or dissatisfied
3598,16436,1,0,5.0,0,0,1,2,2,4,2,2,2,2,2,3,2,3,4,4,2,0,0,neutral or dissatisfied
3600,83778,0,0,8.0,0,1,8,1,4,2,4,5,2,3,1,1,1,1,4,1,3,1,1,neutral or dissatisfied
3603,7123,0,0,1.0,1,2,0,4,4,4,1,2,4,2,2,5,3,4,5,5,2,4,4,neutral or dissatisfied
3609,53370,1,1,7.0,0,0,5,1,2,2,3,2,1,4,2,1,3,4,2,4,2,0,3,neutral or dissatisfied
3610,120044,0,0,3.0,0,0,0,3,5,5,5,3,3,3,3,3,5,3,3,3,3,0,0,neutral or dissatisfied
3611,59201,1,1,2.0,0,0,3,2,2,2,2,5,2,5,5,4,5,4,4,4,5,0,1,neutral or dissatisfied
3613,92927,0,1,6.0,0,0,0,3,0,3,2,2,3,2,2,1,2,1,3,3,2,4,4,neutral or dissatisfied
3615,66251,1,0,3.0,1,0,1,3,2,3,3,2,3,2,2,1,4,4,2,4,2,0,1,neutral or dissatisfied
3618,83074,1,0,6.0,0,0,3,4,3,3,3,1,3,3,4,4,4,4,4,4,3,0,0,neutral or dissatisfied
3619,35510,1,0,1.0,1,0,2,2,4,2,3,4,2,4,4,5,4,4,5,5,4,0,2,neutral or dissatisfied
3620,1170,1,0,8.0,1,0,0,4,5,4,3,4,3,3,2,2,4,2,5,2,1,2,3,neutral or dissatisfied
3627,33792,0,0,6.0,0,2,1,3,3,1,1,2,3,2,2,4,1,4,4,4,2,2,2,neutral or dissatisfied
3629,81570,0,0,8.0,1,0,2,4,4,4,2,1,4,1,1,4,3,5,3,5,1,0,1,neutral or dissatisfied
3632,98735,1,1,1.0,0,0,4,1,1,1,3,3,1,3,3,3,2,4,4,3,3,1,4,neutral or dissatisfied
3633,120232,1,0,1.0,1,0,4,2,5,2,2,2,2,1,2,5,5,5,5,4,2,0,0,neutral or dissatisfied
3636,51499,1,0,8.0,1,1,1,3,0,2,5,2,4,5,2,2,2,4,4,2,4,4,4,neutral or dissatisfied
3637,39678,0,0,,0,1,8,1,5,5,5,4,1,2,1,1,1,1,3,1,1,3,4,neutral or dissatisfied
3638,48416,1,0,2.0,1,1,2,2,4,2,2,3,2,3,3,1,4,1,2,3,3,4,4,neutral or dissatisfied
3639,76045,0,0,2.0,1,1,1,2,5,3,3,2,3,2,2,4,4,5,3,5,2,0,0,neutral or dissatisfied
3641,4874,0,0,2.0,1,0,1,2,4,2,3,3,2,3,3,5,5,5,4,5,3,0,2,neutral or dissatisfied
3642,104300,0,0,1.0,1,0,1,4,3,4,4,5,4,1,5,3,3,3,4,4,5,0,2,neutral or dissatisfied
3643,111296,0,0,2.0,0,1,7,3,5,5,5,3,3,3,3,3,2,3,2,4,3,2,1,neutral or dissatisfied
3644,3289,1,0,3.0,1,0,1,1,4,1,3,2,1,2,2,5,1,3,4,4,2,4,4,neutral or dissatisfied
3645,51432,0,0,7.0,1,2,0,1,1,4,4,2,4,2,2,4,2,4,2,4,2,1,0,neutral or dissatisfied
3646,84172,1,1,2.0,0,0,0,3,1,3,3,3,3,3,3,1,5,4,1,3,3,0,0,neutral or dissatisfied
3648,31742,0,0,8.0,0,2,2,2,2,2,2,1,2,1,1,4,5,4,1,4,1,0,0,neutral or dissatisfied
3649,91127,0,0,1.0,1,0,0,3,4,3,3,5,3,5,5,4,3,4,4,5,5,0,0,neutral or dissatisfied
3650,92404,0,1,4.0,0,1,6,2,2,2,1,1,2,1,1,4,5,3,4,4,1,0,2,neutral or dissatisfied
3651,101345,0,0,7.0,0,1,1,2,4,4,4,3,2,1,2,2,3,2,2,2,4,1,0,neutral or dissatisfied
3652,70849,0,0,1.0,0,1,8,2,3,1,3,2,2,2,2,4,3,4,2,3,2,4,4,neutral or dissatisfied
3654,34387,0,1,2.0,0,0,1,1,4,1,4,2,1,5,2,3,1,4,1,3,2,0,0,neutral or dissatisfied
3655,86872,0,1,2.0,0,1,1,2,0,3,4,1,3,1,1,3,5,5,5,5,1,0,0,neutral or dissatisfied
3656,60252,0,0,6.0,1,0,5,2,5,2,3,1,2,1,1,4,3,5,3,5,1,0,0,neutral or dissatisfied
3657,71609,0,0,3.0,0,0,3,3,5,4,4,3,3,3,3,1,2,3,4,2,3,0,1,neutral or dissatisfied
3658,50712,0,0,8.0,1,0,0,4,2,4,4,5,4,2,5,4,4,3,3,3,5,0,1,neutral or dissatisfied
3662,77325,1,1,2.0,0,1,1,2,2,2,2,2,2,5,2,5,4,4,5,5,2,0,0,neutral or dissatisfied
3664,62082,0,0,8.0,0,2,7,2,4,4,4,1,2,1,1,1,3,3,1,3,1,0,0,neutral or dissatisfied
3665,41977,1,0,4.0,1,0,1,4,5,4,4,1,4,1,1,3,3,5,5,4,1,0,0,neutral or dissatisfied
3666,6962,1,1,7.0,0,1,1,1,1,1,3,5,1,5,5,4,3,4,5,5,5,1,0,neutral or dissatisfied
3668,25207,0,1,1.0,0,0,2,3,3,3,4,2,3,2,2,3,1,3,3,3,2,4,4,neutral or dissatisfied
3671,111389,0,0,2.0,1,0,3,1,1,0,1,2,0,2,2,1,2,1,4,2,2,0,0,neutral or dissatisfied
3672,14452,1,1,3.0,0,0,2,2,2,2,4,3,2,3,3,2,3,3,2,4,3,0,0,neutral or dissatisfied
3673,60008,1,0,6.0,1,0,2,2,2,2,4,2,2,2,2,1,4,4,1,4,2,0,0,neutral or dissatisfied
3675,1064,1,0,3.0,1,0,0,4,4,3,1,3,5,1,4,5,5,5,1,5,1,5,5,neutral or dissatisfied
3677,108488,0,0,8.0,0,0,1,1,3,5,5,2,1,2,2,1,5,4,2,4,2,0,0,neutral or dissatisfied
3678,91318,1,1,2.0,0,1,1,1,3,1,3,4,1,4,4,3,4,3,1,3,4,1,3,neutral or dissatisfied
3680,98409,0,0,2.0,1,0,1,4,1,4,4,5,4,5,5,4,4,4,1,3,5,0,0,neutral or dissatisfied
3681,128849,1,0,1.0,1,0,7,4,4,4,3,4,1,1,4,3,3,5,1,3,1,5,5,neutral or dissatisfied
3682,46113,0,0,1.0,1,0,3,3,4,3,3,4,3,4,4,4,2,5,3,5,4,0,0,neutral or dissatisfied
3683,101976,0,0,3.0,1,0,1,3,1,3,2,5,3,5,5,2,3,3,4,3,5,3,2,neutral or dissatisfied
3684,91860,0,0,8.0,1,1,6,4,3,4,4,4,4,3,5,5,4,5,1,5,2,0,0,neutral or dissatisfied
3685,21,1,0,1.0,1,0,2,3,1,3,3,4,3,4,4,1,3,2,4,3,4,2,0,neutral or dissatisfied
3689,34421,0,0,1.0,0,2,1,3,4,4,4,3,3,4,3,1,1,4,4,4,3,0,2,neutral or dissatisfied
3693,54071,1,0,8.0,0,1,5,4,4,4,4,5,4,4,4,4,4,4,3,4,1,0,0,neutral or dissatisfied
3694,121345,1,0,4.0,0,1,1,3,2,2,2,1,3,3,3,3,4,3,4,3,3,1,0,neutral or dissatisfied
3697,70504,0,0,8.0,1,0,2,3,2,3,2,4,3,4,4,3,2,2,4,2,4,0,0,neutral or dissatisfied
3698,63445,0,0,3.0,1,0,1,3,4,3,3,5,3,5,5,4,3,4,4,4,5,4,3,neutral or dissatisfied
3701,59665,1,0,5.0,1,0,2,3,5,3,3,4,3,4,4,5,5,5,5,5,4,0,0,neutral or dissatisfied
3702,127283,0,0,1.0,1,0,3,3,2,3,2,3,3,3,3,2,1,2,2,3,3,0,0,neutral or dissatisfied
